run_number,stable,apogee,flight_time,landing_distance,landing_x,landing_y,landing_vel_x,landing_vel_y,landing_vel_z,apogee_vel_x,apogee_vel_y,apogee_vel_z,apogee_tilt_deg
1,False,37.89159895442083,5.136649946761913,40.53503324264478,-0.43504030447203057,-40.5326986507906,0.20574122334337847,-7.066628389277778,-20.759479277157084,-0.211362244633974,-9.043505564367237,0.027336580492490437,113.51681153621286
2,True,36.14116394591356,5.076523785735081,3.130822310699799,0.9118628577575528,2.9950883909857917,0.58593077439837,2.2131047200055267,-22.1450267596631,0.24198720219451134,3.4589215770122816,-0.026369035995968126,97.53935260190931
3,True,31.241762009984587,4.218174515972425,36.452007913226296,-0.6412312753033629,-36.44636749193924,-0.14372244657870437,-7.256912139640601,-21.02501366013939,-0.4846103536835342,-6.430889020319192,-0.36977738067749333,158.17138403554034
4,True,81.19350361133576,8.877571365566654,31.27938871663476,0.07203318838713052,-31.279305774043465,-0.5717498846420244,-1.2677918897247842,-27.80340636292771,0.25778869383388225,-3.017004083869823,-0.011406169379891307,27.118690640947364
